ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,description,genres_raw,match_method
425055035,Dune Messiah,Frank Herbert,1981,Berkley Publishing Group,"Book Two in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All TimeDune Messiah continues the story of Paul Atreides, better known--and feared--as the man christened Muad'Dib. As Emperor of the Known Universe, he possesses more power than a single man was ever meant to wield. Worshipped as a religious icon by the fanatical Fremens, Paul faces the enmity of the political houses he displaced when he assumed the throne--and a conspiracy conducted within his own sphere of influence.And even as House Atreides begins to crumble around him from the machinations of his enemies, the true threat to Paul comes to his lover, Chani, and the unborn heir to his family's dynasty...Includes an introduction by Brian Herbert","['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Classics', 'Space Opera', 'Audiobook', 'Novels', 'Speculative Fiction', 'Space']",title_author
425054721,Children of Dune,Frank Herbert,1981,Berkley Publishing Group,"The desert planet of Arrakis has begun to grow green and lush. The life-giving spice is abundant. The nine-year-old royal twins, possesing their father's supernatural powers, are being groomed as Messiahs.
But there are those who think the Imperium does not need messiahs...","['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Classics', 'Space Opera', 'Novels', 'Audiobook', 'Speculative Fiction', 'Epic']",title_author
374226385,On the Rez,Ian Frazier,2000,Farrar Straus Giroux,"On the Rez is a sharp, unflinching account of the modern-day American Indian experience, especially that of the Oglala Sioux, who now live on the Pine Ridge Indian Reservation in the plains and badlands of the American West. Crazy Horse, perhaps the greatest Indian war leader of the 1800s, and Black Elk, the holy man whose teachings achieved worldwide renown, were Oglala; in these typically perceptive pages, Frazier seeks out their descendants on Pine Ridge—a/k/a ""the rez""—which is one of the poorest places in America today. Along with his longtime friend Le War Lance (whom he first wrote about in his 1989 bestseller, Great Plains) and other Oglala companions, Frazier fully explores the rez as they visit friends and relatives, go to pow-wows and rodeos and package stores, and tinker with a variety of falling-apart cars. He takes us inside the world of the Sioux as few writers ever have, writing with much wit, compassion, and imagination. In the career of SuAnne Big Crow, for example, the most admired Oglala basketball player of all time, who died in a car accident in 1992, Frazier finds a contemporary reemergence of the death-defying, public-spirited Sioux hero who fights with grace and glory to save her followers. On the Rez vividly portrays the survival, through toughness and humor, of a great people whose culture has helped to shape the American identity.","['Nonfiction', 'History', 'Memoir', 'Travel', 'Native Americans', 'United States', 'American', 'Westerns', 'Biography', 'Travelogue']",title_author
345311485,On the Beach,NEVIL SHUTE,1983,Ballantine Books,"After a nuclear World War III has destroyed most of the globe, the few remaining survivors in southern Australia await the radioactive cloud that is heading their way and bringing certain death to everyone in its path. Among them is an American submarine captain struggling to resist the knowledge that his wife and children in the United States must be dead. Then a faint Morse code signal is picked up, transmitting from somewhere near Seattle, and Captain Towers must lead his submarine crew on a bleak tour of the ruined world in a desperate search for signs of life. On the Beach is a remarkably convincing portrait of how ordinary people might face the most unimaginable nightmare.","['Fiction', 'Science Fiction', 'Post Apocalyptic', 'Classics', 'Dystopia', 'Apocalyptic', 'Australia', 'War', 'Literature', 'Novels']",title_author
380703475,Chiefs,Stuart Woods,1999,Avon,"In the bitter winter of 1920, the first body is found in Delano, Georgia; the naked corpse of an unidentified teenager. There is no direct evidence of murder, but the body bears marks of what seems to be a ritual beating. The investigation falls to Will Henry Lee, a failed cotton farmer newly appointed as Delano's first chief of police. Lee's obsession with the crime begins a story that weaves through the decades, following the life of a small southern town and the role of three police chiefs in unraveling the crime. Chiefs is the best kind of thriller, where the investigation plays out against the drama beneath the surface of a seemingly placid community, seething with the pressures of race, love, hate, and; always; political power, extending from the town fathers all the way to Washington, DC. With a new foreword by the author, this volume will be a collector's treasure for all fans of Stuart Woods.","['Mystery', 'Fiction', 'Historical Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Historical', 'Police']",title_author
1570424810,Naked,David Sedaris,1997,Time Warner Audio Major,"Welcome to the hilarious, strange, elegiac, outrageous world of David Sedaris. In Naked, Sedaris turns the mania for memoir on its proverbial ear, mining the exceedingly rich terrain of his life, his family, and his unique worldview—a sensibility at once take-no-prisoners sharp and deeply charitable. A tart-tongued mother does dead-on imitations of her young son's nervous tics, to the great amusement of his teachers; a stint of Kerouackian wandering is undertaken (of course!) with a quadriplegic companion; a family gathers for a wedding in the face of imminent death. Through it all is Sedaris's unmistakable voice, without doubt one of the freshest in American writing.","['Humor', 'Nonfiction', 'Memoir', 'Essays', 'Short Stories', 'Comedy', 'Biography', 'Audiobook', 'Biography Memoir', 'Autobiography']",title_author
451158288,Song of Solomon,Toni Morrison,1987,New American Library,"Milkman Dead was born shortly after a neighborhood eccentric hurled himself off a rooftop in a vain attempt at flight. For the rest of his life he, too, will be trying to fly. With this brilliantly imagined novel, Toni Morrison transfigures the coming-of-age story as audaciously as Saul Bellow or Gabriel García Márquez. As she follows Milkman from his rustbelt city to the place of his family’s origins, Morrison introduces an entire cast of strivers and seeresses, liars and assassins, the inhabitants of a fully realized black world.","['Fiction', 'Classics', 'Historical Fiction', 'African American', 'Literature', 'Novels', 'Magical Realism', 'School', 'Literary Fiction', 'American']",title_author
449202437,Rabbit Redux,John Updike,1972,Fawcett Books,"In this sequel to Rabbit, Run, John Updike resumes the spiritual quest of his anxious Everyman, Harry “Rabbit” Angstrom. Ten years have passed; the impulsive former athlete has become a paunchy thirty-six-year-old conservative, and Eisenhower’s becalmed America has become 1969’s lurid turmoil of technology, fantasy, drugs, and violence. Rabbit is abandoned by his family, his home invaded by a runaway and a radical, his past reduced to a ruined inner landscape; still he clings to semblances of decency and responsibility, and yearns to belong and to believe.","['Fiction', 'Classics', 'American', 'Literature', 'Novels', 'Literary Fiction', '20th Century', 'Contemporary', 'Modern', 'Romance']",title_author
449219623,Rabbit at Rest,John Updike,1991,Fawcett Books,"Winner of the 1991 Pulitzer Prize for Fiction. In John Updike's fourth and final novel about ex-basketball player Harry ""Rabbit"" Angstrom, the hero has acquired heart trouble, a Florida condo, and a second grandchild. His son and daughter-in-law are acting erratically, his wife Janice wants to work, and Rabbit is searching his soul, looking for reasons to live.","['Fiction', 'Classics', 'Literature', 'American', 'Novels', 'Literary Fiction', 'Contemporary', 'Animals', 'Rabbits', 'Juvenile']",title_author
553238132,Rubyfruit Jungle,Rita Mae Brown,1999,Bantam Books,"Bawdy and moving, the ultimate word-of-mouth bestseller, Rubyfruit Jungle is about growing up a lesbian in America--and living happily ever after.","['Fiction', 'LGBT', 'Queer', 'Classics', 'Lesbian', 'Feminism', 'Gay', 'Coming Of Age', 'Novels', 'Lesbian Fiction']",title_author
449205193,The Wicked Day,Mary Stewart,1988,Fawcett Books,"Now, the spellbinding, final chapter of King Arthur's reign, where Mordred, sired by incest and reared in secrecy, ingratiates himself at court, and sets in motion the Fates and the end of Arthur....","['Fantasy', 'Fiction', 'Historical Fiction', 'Arthurian', 'Historical', 'Mythology', 'Science Fiction Fantasy', 'British Literature', 'Historical Fantasy', 'Medieval']",title_author
61002747,Murder on the Orient Express,Agatha Christie,1991,Harper Mass Market Paperbacks (Mm),"Just after midnight, a snowdrift stops the Orient Express in its tracks. The luxurious train is surprisingly full for the time of the year, but by the morning it is one passenger fewer. An American tycoon lies dead in his compartment, stabbed a dozen times, his door locked from the inside.Isolated and with a killer in their midst, detective Hercule Poirot must identify the murderer—in case he or she decides to strike again.","['Mystery', 'Classics', 'Fiction', 'Crime', 'Mystery Thriller', 'Audiobook', 'Thriller', 'Detective', 'Adult', 'British Literature']",title_author
